Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.5367390447011086,90.41125106058132
1,1.5063362630662829,132.31008446698192
2,4.303640406307405,78.2058367071654
3,9.489097836423198,24.376108192217234
4,11.547819846894587,4.999999999999999
