Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.5257209635108494,99.57054737931874
1,1.4693957654198477,108.48591952941345
2,3.7836353345349947,61.35676816225601
3,6.880521619178804,19.439247964503185
4,9.305720409296992,4.999999999999999
