Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.5711982523479506,67.68574779243421
1,1.4156766304120734,80.54600709727902
2,2.683931304309563,32.12609706447233
3,6.04296390238133,4.999999999999999
4,6.05034221410698,17.75683241426185
