Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.5257209635108494,99.57054737931874
1,1.4512666330951884,98.23439805595865
2,3.7836353345349947,61.35676816225598
3,8.898241989177706,23.297396282222188
4,12.409377607517195,4.999999999999999
