Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.5257209635108494,99.57054737931874
1,1.5001156437626375,128.0038458049748
2,3.186693791133729,44.39767437088298
3,3.617547501769876,12.362594978355753
4,6.493816315762115,4.999999999999999
