Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.5367390447011086,90.41125106058128
1,1.4877513657355363,119.80726679302428
2,3.838162436900936,63.03343828056003
3,7.337397981468713,20.339320575478098
4,10.74607828321318,4.999999999999999
