Group,ID,Trial,SpatialFrequency,ContrastRatio,Duration,Key
7,51,N,2.8016483930222713,0.028708894491538347,6.673899800000072,53.37668526468156
8,51,N,3.3264620166128185,0.020773717184919133,70.40449050000007,53.37668526468156
16,51,N,6.050342214106982,0.05631635061199455,43.21050070000001,26.68834263234078
17,51,N,7.824611580086376,0.04699012244719573,70.40449050000007,26.68834263234078
26,51,N,10.000000000000004,0.2,54.82231800000045,0.0
27,51,N,13.335214321633243,0.2,70.40449050000007,0.0
35,51,N,0.5594727988296426,0.013415113543336344,61.862652400000115,106.75337052936312
36,51,N,0.514929059481193,0.009119282918492124,70.40449050000007,106.75337052936312
44,51,N,1.4156766304120734,0.012415264716874862,35.385976700000356,80.06502789702235
45,51,N,1.4877513657355363,0.00834673911497849,70.40449050000007,80.06502789702235
53,51,N,0.5594727988296426,0.013415113543336344,47.59746230000019,106.75337052936312
54,51,N,0.514929059481193,0.009119282918492124,60.410110599999825,106.75337052936312
61,51,N,4.678397200056396,0.06749357484260758,27.394090400000096,26.68834263234078
62,51,N,6.050342214106982,0.05631635061199455,60.410110599999825,26.68834263234078
70,51,N,7.49894209332456,0.2,37.70393300000069,0.0
71,51,N,10.000000000000004,0.2,60.410110599999825,0.0
79,51,N,3.3264620166128185,0.020773717184919133,52.58591030000025,53.37668526468156
80,51,N,3.9495853853491942,0.015031833629337375,60.410110599999825,53.37668526468156
89,51,N,1.4877513657355363,0.00834673911497849,18.61831930000062,80.06502789702235
90,51,N,1.5634955601433351,0.005611483560138585,60.410110599999825,80.06502789702235
96,51,N,3.617547501769875,0.08088916621071751,48.61562050000066,26.68834263234078
97,51,N,4.678397200056396,0.06749357484260758,63.12986500000079,26.68834263234078
103,51,N,2.3596342537278647,0.03967516336097116,34.518215500000224,53.37668526468156
104,51,N,2.8016483930222713,0.028708894491538347,63.12986500000079,53.37668526468156
112,51,N,7.49894209332456,0.2,13.48010880000038,0.0
113,51,N,10.000000000000004,0.2,63.12986500000079,0.0
120,51,N,1.3470935856973965,0.018466948093953335,57.20732840000073,80.06502789702235
121,51,N,1.4156766304120734,0.012415264716874862,63.12986500000079,80.06502789702235
129,51,N,0.5594727988296426,0.013415113543336344,27.477659200000744,106.75337052936312
130,51,N,0.514929059481193,0.009119282918492124,63.12986500000079,106.75337052936312
137,51,N,5.623413251903492,0.2,31.96533349999936,0.0
138,51,N,7.49894209332456,0.2,64.41432519999944,0.0
145,51,N,1.3470935856973965,0.018466948093953335,41.64177440000003,80.06502789702235
146,51,N,1.4156766304120734,0.012415264716874862,64.41432519999944,80.06502789702235
153,51,N,4.678397200056396,0.06749357484260758,10.460424599999897,26.68834263234078
154,51,N,6.050342214106982,0.05631635061199455,64.41432519999944,26.68834263234078
161,51,N,2.8016483930222713,0.028708894491538347,19.28635789999953,53.37668526468156
162,51,N,3.3264620166128185,0.020773717184919133,64.41432519999944,53.37668526468156
170,51,N,0.5594727988296426,0.013415113543336344,57.30717349999941,106.75337052936312
171,51,N,0.514929059481193,0.009119282918492124,64.41432519999944,106.75337052936312
