7,44,-,0.6078697771410314,0.019734585820960972,39.72354050000013,106.75337052936312
8,44,-,0.5594727988296426,0.013415113543336344,83.08328150000034,106.75337052936312
15,44,-,4.678397200056396,0.06749357484260758,70.50412760000017,26.68834263234078
16,44,-,6.050342214106982,0.05631635061199455,83.08328150000034,26.68834263234078
24,44,-,1.4156766304120734,0.012415264716874862,58.54204370000025,80.06502789702235
25,44,-,1.4877513657355363,0.00834673911497849,83.08328150000034,80.06502789702235
33,44,-,7.49894209332456,0.2,23.490681799999948,0.0
34,44,-,10.000000000000004,0.2,83.08328150000034,0.0
42,44,-,3.3264620166128185,0.020773717184919133,67.1340065000004,53.37668526468156
43,44,-,3.9495853853491942,0.015031833629337375,83.08328150000034,53.37668526468156
51,44,-,3.3264620166128185,0.020773717184919133,32.098565999999664,53.37668526468156
52,44,-,3.9495853853491942,0.015031833629337375,84.26707600000009,53.37668526468156
60,44,-,0.5594727988296426,0.013415113543336344,75.10836089999975,106.75337052936312
61,44,-,0.514929059481193,0.009119282918492124,84.26707600000009,106.75337052936312
69,44,-,6.050342214106982,0.05631635061199455,9.275750199999493,26.68834263234078
70,44,-,7.824611580086376,0.04699012244719573,84.26707600000009,26.68834263234078
77,44,-,5.623413251903492,0.2,56.72318069999983,0.0
78,44,-,7.49894209332456,0.2,84.26707600000009,0.0
86,44,-,1.4156766304120734,0.012415264716874862,19.335886500000015,80.06502789702235
87,44,-,1.4877513657355363,0.00834673911497849,84.26707600000009,80.06502789702235
95,44,-,0.5594727988296426,0.013415113543336344,93.67725939999946,106.75337052936312
96,44,-,0.514929059481193,0.009119282918492124,100.71762369999942,106.75337052936312
105,44,-,1.4877513657355363,0.00834673911497849,17.784923700000036,80.06502789702235
106,44,-,1.5634955601433351,0.005611483560138585,100.71762369999942,80.06502789702235
114,44,-,7.49894209332456,0.2,61.945597999999336,0.0
115,44,-,10.000000000000004,0.2,100.71762369999942,0.0
122,44,-,4.678397200056396,0.06749357484260758,31.765196399999695,26.68834263234078
123,44,-,6.050342214106982,0.05631635061199455,100.71762369999942,26.68834263234078
131,44,-,3.3264620166128185,0.020773717184919133,48.782541599999604,53.37668526468156
132,44,-,3.9495853853491942,0.015031833629337375,100.71762369999942,53.37668526468156
140,44,-,3.3264620166128185,0.020773717184919133,11.894876500000464,53.37668526468156
141,44,-,3.9495853853491942,0.015031833629337375,93.96005120000063,53.37668526468156
150,44,-,1.4877513657355363,0.00834673911497849,84.75110519999998,80.06502789702235
151,44,-,1.5634955601433351,0.005611483560138585,93.96005120000063,80.06502789702235
159,44,-,0.5594727988296426,0.013415113543336344,40.240079799999876,106.75337052936312
160,44,-,0.514929059481193,0.009119282918492124,93.96005120000063,106.75337052936312
167,44,-,4.678397200056396,0.06749357484260758,54.78795930000069,26.68834263234078
168,44,-,6.050342214106982,0.05631635061199455,93.96005120000063,26.68834263234078
176,44,-,7.49894209332456,0.2,67.93448870000066,0.0
177,44,-,10.000000000000004,0.2,93.96005120000063,0.0
