Group,ID,Trial,SpatialFrequency,ContrastRatio,Duration,Key
8,39,N,7.49894209332456,0.2,7.491466799983755,0.0
9,39,N,10.000000000000004,0.2,53.670949499937706,0.0
19,39,N,0.4739317744363186,0.006199076935044706,21.872761699953116,106.75337052936312
20,39,N,0.43619858441599796,0.004213988664468087,53.670949499937706,106.75337052936312
28,39,N,6.050342214106982,0.05631635061199455,27.511460899957456,26.68834263234078
29,39,N,7.824611580086376,0.04699012244719573,53.670949499937706,26.68834263234078
37,39,N,3.3264620166128185,0.020773717184919133,45.91343389998656,53.37668526468156
38,39,N,3.9495853853491942,0.015031833629337375,53.670949499937706,53.37668526468156
47,39,N,1.4877513657355363,0.00834673911497849,34.86894730001222,80.06502789702235
48,39,N,1.5634955601433351,0.005611483560138585,53.670949499937706,80.06502789702235
56,39,N,7.49894209332456,0.2,41.24148020008579,0.0
57,39,N,10.000000000000004,0.2,61.895233800052665,0.0
65,39,N,6.050342214106982,0.05631635061199455,6.823408600059338,26.68834263234078
66,39,N,7.824611580086376,0.04699012244719573,61.895233800052665,26.68834263234078
75,39,N,0.514929059481193,0.009119282918492124,25.408668100018986,106.75337052936312
76,39,N,0.4739317744363186,0.006199076935044706,61.895233800052665,106.75337052936312
85,39,N,3.9495853853491942,0.015031833629337375,34.33457470010035,53.37668526468156
86,39,N,4.68943419111934,0.010877014462491709,61.895233800052665,53.37668526468156
95,39,N,1.4877513657355363,0.00834673911497849,15.015142600052059,80.06502789702235
96,39,N,1.5634955601433351,0.005611483560138585,61.895233800052665,80.06502789702235
104,39,N,1.4156766304120734,0.012415264716874862,43.92718929995317,80.06502789702235
105,39,N,1.4877513657355363,0.00834673911497849,65.89904229994863,80.06502789702235
114,39,N,3.9495853853491942,0.015031833629337375,8.091289700008929,53.37668526468156
115,39,N,4.68943419111934,0.010877014462491709,65.89904229994863,53.37668526468156
123,39,N,6.050342214106982,0.05631635061199455,21.037704000016674,26.68834263234078
124,39,N,7.824611580086376,0.04699012244719573,65.89904229994863,26.68834263234078
133,39,N,0.514929059481193,0.009119282918492124,35.48535560001619,106.75337052936312
134,39,N,0.4739317744363186,0.006199076935044706,65.89904229994863,106.75337052936312
142,39,N,7.49894209332456,0.2,56.78996590001043,0.0
143,39,N,10.000000000000004,0.2,65.89904229994863,0.0
153,39,N,0.4739317744363186,0.006199076935044706,9.893190000089817,106.75337052936312
154,39,N,0.43619858441599796,0.004213988664468087,53.90408920007758,106.75337052936312
163,39,N,10.000000000000004,0.2,36.50314929999877,0.0
164,39,N,13.335214321633243,0.2,53.90408920007758,0.0
172,39,N,6.050342214106982,0.05631635061199455,27.76104460004717,26.68834263234078
173,39,N,7.824611580086376,0.04699012244719573,53.90408920007758,26.68834263234078
182,39,N,1.4877513657355363,0.00834673911497849,18.935597200063057,80.06502789702235
183,39,N,1.5634955601433351,0.005611483560138585,53.90408920007758,80.06502789702235
191,39,N,3.3264620166128185,0.020773717184919133,45.478848200058565,53.37668526468156
192,39,N,3.9495853853491942,0.015031833629337375,53.90408920007758,53.37668526468156
