Group,ID,Trial,SpatialFrequency,ContrastRatio,Duration,Key
7,37,W,0.6078697771410314,0.019734585820960972,27.21106430000009,106.75337052936312
8,37,W,0.5594727988296426,0.013415113543336344,72.0557202,106.75337052936312
15,37,W,2.8016483930222713,0.028708894491538347,36.75408689999995,53.37668526468156
16,37,W,3.3264620166128185,0.020773717184919133,72.0557202,53.37668526468156
24,37,W,1.4156766304120734,0.012415264716874862,14.131479099999979,80.06502789702235
25,37,W,1.4877513657355363,0.00834673911497849,72.0557202,80.06502789702235
31,37,W,3.617547501769875,0.08088916621071751,63.91442669999992,26.68834263234078
32,37,W,4.678397200056396,0.06749357484260758,72.0557202,26.68834263234078
39,37,W,5.623413251903492,0.2,52.62016199999994,0.0
40,37,W,7.49894209332456,0.2,72.0557202,0.0
47,37,W,2.8016483930222713,0.028708894491538347,11.428515000000061,53.37668526468156
48,37,W,3.3264620166128185,0.020773717184919133,79.59642819999999,53.37668526468156
58,37,W,0.4739317744363186,0.006199076935044706,29.71313690000011,106.75337052936312
59,37,W,0.43619858441599796,0.004213988664468087,79.59642819999999,106.75337052936312
66,37,W,1.3470935856973965,0.018466948093953335,55.923120800000106,80.06502789702235
67,37,W,1.4156766304120734,0.012415264716874862,79.59642819999999,80.06502789702235
75,37,W,6.050342214106982,0.05631635061199455,71.10487740000008,26.68834263234078
76,37,W,7.824611580086376,0.04699012244719573,79.59642819999999,26.68834263234078
84,37,W,7.49894209332456,0.2,44.71128640000006,0.0
85,37,W,10.000000000000004,0.2,79.59642819999999,0.0
94,37,W,10.000000000000004,0.2,33.40000289999989,0.0
95,37,W,13.335214321633243,0.2,60.360546700000214,0.0
103,37,W,0.5594727988296426,0.013415113543336344,54.104446499999995,106.75337052936312
104,37,W,0.514929059481193,0.009119282918492124,60.360546700000214,106.75337052936312
111,37,W,2.8016483930222713,0.028708894491538347,11.895385700000134,53.37668526468156
112,37,W,3.3264620166128185,0.020773717184919133,60.360546700000214,53.37668526468156
120,37,W,6.050342214106982,0.05631635061199455,42.90967630000023,26.68834263234078
121,37,W,7.824611580086376,0.04699012244719573,60.360546700000214,26.68834263234078
130,37,W,1.4877513657355363,0.00834673911497849,20.971229400000084,80.06502789702235
131,37,W,1.5634955601433351,0.005611483560138585,60.360546700000214,80.06502789702235
140,37,W,10.000000000000004,0.2,35.03514219999988,0.0
141,37,W,13.335214321633243,0.2,65.43216259999963,0.0
149,37,W,1.4156766304120734,0.012415264716874862,59.34267379999983,80.06502789702235
150,37,W,1.4877513657355363,0.00834673911497849,65.43216259999963,80.06502789702235
158,37,W,0.5594727988296426,0.013415113543336344,10.076794999999947,106.75337052936312
159,37,W,0.514929059481193,0.009119282918492124,65.43216259999963,106.75337052936312
167,37,W,6.050342214106982,0.05631635061199455,44.728048599999966,26.68834263234078
168,37,W,7.824611580086376,0.04699012244719573,65.43216259999963,26.68834263234078
176,37,W,3.3264620166128185,0.020773717184919133,20.52039879999984,53.37668526468156
177,37,W,3.9495853853491942,0.015031833629337375,65.43216259999963,53.37668526468156
