Group,ID,Trial,SpatialFrequency,ContrastRatio,Duration,Key
7,21,N,4.678397200056396,0.06749357484260758,52.052685000002384,26.68834263234078
8,21,N,6.050342214106982,0.05631635061199455,58.60928530001547,26.68834263234078
14,21,N,0.6604533173631563,0.029030978848354694,5.723096800036728,106.75337052936312
15,21,N,0.6078697771410314,0.019734585820960972,58.60928530001547,106.75337052936312
23,21,N,3.3264620166128185,0.020773717184919133,31.499039600021206,53.37668526468156
24,21,N,3.9495853853491942,0.015031833629337375,58.60928530001547,53.37668526468156
32,21,N,7.49894209332456,0.2,24.10833790001925,0.0
33,21,N,10.000000000000004,0.2,58.60928530001547,0.0
42,21,N,1.4877513657355363,0.00834673911497849,39.75732380000409,80.06502789702235
43,21,N,1.5634955601433351,0.005611483560138585,58.60928530001547,80.06502789702235
52,21,N,10.000000000000004,0.2,49.382845300016925,0.0
53,21,N,13.335214321633243,0.2,71.37148560001515,0.0
61,21,N,6.050342214106982,0.05631635061199455,26.81018310005311,26.68834263234078
62,21,N,7.824611580086376,0.04699012244719573,71.37148560001515,26.68834263234078
68,21,N,0.6604533173631563,0.029030978848354694,15.915903800050728,106.75337052936312
69,21,N,0.6078697771410314,0.019734585820960972,71.37148560001515,106.75337052936312
77,21,N,1.4156766304120734,0.012415264716874862,64.13085389998741,80.06502789702235
78,21,N,1.4877513657355363,0.00834673911497849,71.37148560001515,80.06502789702235
85,21,N,2.8016483930222713,0.028708894491538347,37.27102720004041,53.37668526468156
86,21,N,3.3264620166128185,0.020773717184919133,71.37148560001515,53.37668526468156
94,21,N,3.3264620166128185,0.020773717184919133,63.06282580003608,53.37668526468156
95,21,N,3.9495853853491942,0.015031833629337375,69.03554109996185,53.37668526468156
104,21,N,1.4877513657355363,0.00834673911497849,14.71441200003028,80.06502789702235
105,21,N,1.5634955601433351,0.005611483560138585,69.03554109996185,80.06502789702235
113,21,N,7.49894209332456,0.2,50.95085070002824,0.0
114,21,N,10.000000000000004,0.2,69.03554109996185,0.0
120,21,N,0.6604533173631563,0.029030978848354694,39.606024499982595,106.75337052936312
121,21,N,0.6078697771410314,0.019734585820960972,69.03554109996185,106.75337052936312
128,21,N,4.678397200056396,0.06749357484260758,22.288935599965043,26.68834263234078
129,21,N,6.050342214106982,0.05631635061199455,69.03554109996185,26.68834263234078
138,21,N,1.4877513657355363,0.00834673911497849,12.912846300052479,80.06502789702235
139,21,N,1.5634955601433351,0.005611483560138585,65.83254780003335,80.06502789702235
147,21,N,6.050342214106982,0.05631635061199455,61.711607499979436,26.68834263234078
148,21,N,7.824611580086376,0.04699012244719573,65.83254780003335,26.68834263234078
156,21,N,7.49894209332456,0.2,39.172397800022736,0.0
157,21,N,10.000000000000004,0.2,65.83254780003335,0.0
164,21,N,0.6078697771410314,0.019734585820960972,22.388951800065115,106.75337052936312
165,21,N,0.5594727988296426,0.013415113543336344,65.83254780003335,106.75337052936312
173,21,N,3.3264620166128185,0.020773717184919133,32.89959919999819,53.37668526468156
174,21,N,3.9495853853491942,0.015031833629337375,65.83254780003335,53.37668526468156
