Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.5367390447011086,90.41125106058132
1,1.5063362630662829,132.31008446698192
2,4.122813996841234,72.12961319065296
3,7.337397981468713,20.339320575478087
4,9.305720409296995,4.999999999999999
