Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.5594727988296426,74.54279061966844
1,1.4512666330951884,98.23439805595861
2,3.838162436900936,63.033438280560055
3,5.320329320057276,16.220025484727575
4,5.623413251903492,4.999999999999999
