Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.49400530651881314,133.00137844317877
1,1.5063362630662829,132.31008446698206
2,3.7836353345349947,61.35676816225598
3,6.05034221410698,17.756832414261844
4,7.49894209332456,4.999999999999999
