Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.5257209635108494,99.57054737931885
1,1.4693957654198477,108.48591952941356
2,4.122813996841234,72.12961319065296
3,8.344176850410753,22.26642043311058
4,14.330125702369628,4.999999999999999
