Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.5711982523479505,67.68574779243424
1,1.4693957654198477,108.48591952941345
2,3.9495853853491942,66.5254834944632
3,6.4520934903016744,18.579006118868794
4,10.000000000000005,4.999999999999999
