Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.4838644557098802,146.47535454318157
1,1.4156766304120734,80.54600709727902
2,3.3264620166128185,48.137749787311016
3,4.678397200056395,14.81622513449557
4,8.05842187761482,4.999999999999999
