Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,0.5149290594811932,109.65774490581883
1,1.5063362630662829,132.31008446698192
2,3.4723604692596153,52.19289044800646
3,5.673606708090862,16.971042227493392
4,6.978305848598665,4.999999999999999
