Threshold Index,Spatial Frequency (cpd),Contrast Sensitivity (1 / RMSR)
0,11.547819846894587,1.1547819846894583
0,4.999999999999999,4.999999999999999
1,5.320329320057276,1.4707006106911709
1,16.220025484727575,6.560121686881012
2,3.0527982185681592,2.5711603441008846
2,40.94818511983194,29.630051312697603
3,1.3809594158590641,1.025139923848821
3,66.04264277793264,6.0980302808379205
4,0.583169448394756,0.5367390447011086
4,61.459470676325886,90.41125106058132
